MSZoning,LotFrontage,LotArea,Street,Utilities,Neighborhood,BldgType,YearBuilt,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice,BsmtRating,ExterRating,BsmtFinTypeRating,BsmtBath,Bath,PorchArea
3.0,65.0,6435,1,3.0,4.0,0,1939,1.0,1.0,0.0,0.0,1.0,972,1,4.0,972,1577,3,1,1.0,6,1,1,2.0,0,0,8,4.0,140200,9.0,4.0,1.0,0,1,0
3.0,70.04995836802665,12772,1,3.0,6.0,0,1960,2.0,1.0,0.0,0.0,3.0,958,1,4.0,958,958,2,1,2.0,5,0,1,2.0,0,15500,8,4.0,151500,9.0,6.0,4.0,0,1,0
3.0,70.04995836802665,17600,1,3.0,6.0,0,1960,1.0,1.0,2.0,30.0,3.0,1478,1,3.0,1478,1478,3,1,2.0,6,2,2,2.0,0,0,8,4.0,157500,9.0,4.0,4.0,1,2,40
3.0,36.0,2448,1,3.0,24.0,3,2003,1.0,1.0,3.0,106.0,5.0,764,1,4.0,764,1626,2,1,3.0,6,0,2,2.0,0,0,8,4.0,154000,12.0,6.0,6.0,1,3,27
3.0,56.0,20431,1,3.0,24.0,0,2005,2.0,1.0,2.0,870.0,5.0,1848,1,4.0,1848,2728,4,1,4.0,10,2,3,2.0,0,0,6,5.0,437154,15.0,8.0,6.0,1,3,0
3.0,68.0,7820,1,3.0,24.0,4,2007,2.0,1.0,2.0,362.0,5.0,1869,1,4.0,1869,1869,2,1,4.0,6,1,2,2.0,0,0,6,5.0,318061,15.0,8.0,1.0,0,2,54
3.0,70.04995836802665,5271,1,3.0,16.0,0,1986,1.0,1.0,0.0,0.0,5.0,1453,1,4.0,1453,1453,2,1,3.0,6,1,2,2.0,0,0,8,1.0,190000,12.0,4.0,6.0,1,2,264
3.0,60.0,9084,1,3.0,3.0,0,1941,1.0,1.0,0.0,0.0,3.0,616,0,4.0,616,1111,3,1,2.0,5,0,1,2.0,0,0,5,4.0,95000,6.0,4.0,6.0,1,1,0
2.0,60.0,8520,1,3.0,5.0,0,1928,1.0,1.0,0.0,0.0,1.0,624,1,4.0,720,720,2,1,2.0,5,0,2,2.0,0,0,8,4.0,105900,9.0,6.0,1.0,0,1,0
3.0,60.0,8400,1,3.0,10.0,0,1940,1.0,1.0,0.0,0.0,3.0,940,1,4.0,1192,1595,2,1,2.0,6,2,1,2.0,0,0,8,4.0,140000,9.0,4.0,2.0,0,1,108
3.0,105.0,11249,1,3.0,18.0,0,1995,1.0,1.0,0.0,0.0,5.0,1200,1,4.0,1200,1200,3,1,3.0,6,0,2,2.0,0,0,8,4.0,177500,16.0,9.0,20.0,1,2,26
3.0,70.04995836802665,9248,1,3.0,14.0,0,1992,1.0,1.0,2.0,106.0,5.0,1158,1,4.0,1167,1167,3,1,3.0,6,0,2,2.0,0,0,8,4.0,173000,12.0,4.0,6.0,1,2,26
2.0,44.0,4224,1,3.0,0.0,4,1976,1.0,1.0,0.0,0.0,5.0,1142,1,4.0,1142,1142,3,1,2.0,6,1,2,2.0,0,0,8,4.0,134000,12.0,4.0,5.0,1,2,90
3.0,92.0,6930,1,3.0,16.0,0,1958,2.0,1.0,2.0,120.0,3.0,1062,1,2.0,1352,1352,3,1,3.0,6,0,1,2.0,0,0,8,1.0,130000,9.0,4.0,12.0,1,1,294
3.0,78.0,12011,1,3.0,22.0,0,1998,1.0,1.0,2.0,530.0,5.0,1086,1,4.0,1086,1924,3,1,3.0,7,1,2,2.0,0,0,8,4.0,280000,12.0,6.0,6.0,1,3,449
3.0,70.04995836802665,7540,1,3.0,8.0,0,1978,1.0,1.0,0.0,0.0,3.0,888,1,4.0,912,912,2,1,2.0,5,1,2,2.0,0,0,8,4.0,156000,12.0,4.0,6.0,1,1,192
3.0,70.04995836802665,9144,1,3.0,4.0,0,1940,1.0,1.0,0.0,0.0,3.0,883,1,4.0,988,1505,3,1,2.0,8,0,1,0.0,0,0,8,4.0,145000,9.0,4.0,3.0,1,1,0
3.0,64.0,7301,1,3.0,3.0,0,2003,1.0,1.0,2.0,500.0,0.0,0,1,4.0,495,1922,4,1,3.0,7,1,2,2.0,0,0,3,4.0,198500,0.0,6.0,0.0,0,3,177
2.0,21.0,1680,1,3.0,2.0,3,1972,1.0,1.0,2.0,510.0,3.0,483,1,4.0,483,987,2,1,3.0,5,0,1,2.0,0,0,8,4.0,118000,9.0,4.0,5.0,0,2,0
3.0,70.04995836802665,18800,1,3.0,13.0,0,1976,1.0,1.0,2.0,120.0,5.0,796,1,4.0,790,1574,3,1,2.0,6,1,2,2.0,0,0,8,4.0,190000,12.0,4.0,6.0,1,3,111
2.0,59.0,10690,1,3.0,1.0,0,1920,2.0,1.0,0.0,0.0,3.0,672,1,3.0,672,1344,3,1,2.0,6,0,1,2.0,0,0,8,4.0,147000,6.0,6.0,3.0,0,1,346
3.0,70.04995836802665,9500,1,3.0,6.0,0,1963,1.0,1.0,2.0,247.0,3.0,1394,1,4.0,1394,1394,3,1,2.0,6,2,2,2.0,0,0,8,4.0,159000,12.0,4.0,4.0,1,2,261
3.0,101.0,9150,1,3.0,6.0,0,1962,1.0,4.0,2.0,305.0,3.0,1099,1,4.0,1431,1431,3,1,2.0,6,1,1,2.0,0,0,8,4.0,165000,12.0,4.0,6.0,1,1,110
3.0,78.0,7800,1,3.0,6.0,0,1954,1.0,1.0,2.0,200.0,5.0,1268,1,4.0,1268,1268,2,1,2.0,7,1,1,2.0,0,0,8,4.0,132000,9.0,4.0,2.0,0,1,98
3.0,70.04995836802665,9830,1,3.0,6.0,0,1959,1.0,1.0,0.0,0.0,3.0,1063,1,4.0,1287,1287,3,1,3.0,7,1,2,2.0,0,0,8,4.0,162000,9.0,6.0,15.0,1,1,199
3.0,70.04995836802665,8121,1,3.0,14.0,0,2000,1.0,1.0,0.0,0.0,5.0,953,1,4.0,953,1664,3,1,2.0,7,1,2,2.0,0,0,8,4.0,172400,12.0,4.0,1.0,0,3,40
3.0,80.0,17120,1,3.0,16.0,0,1959,1.0,1.0,0.0,0.0,3.0,0,1,4.0,1120,1588,4,1,2.0,7,1,2,0.0,0,0,8,4.0,134432,0.0,4.0,0.0,0,2,59
3.0,50.0,7175,1,3.0,12.0,4,1984,1.0,1.0,0.0,0.0,3.0,744,1,4.0,752,752,2,1,2.0,4,0,1,2.0,0,0,8,4.0,125000,12.0,4.0,10.0,1,1,90
3.0,79.0,10634,1,3.0,6.0,0,1953,1.0,1.0,0.0,0.0,5.0,608,1,4.0,1319,1319,3,1,2.0,5,0,1,2.0,0,0,8,4.0,123000,9.0,4.0,8.0,1,1,0
3.0,65.0,8200,1,3.0,18.0,0,2003,1.0,1.0,0.0,0.0,5.0,847,1,4.0,847,1928,4,1,3.0,8,1,2,2.0,0,0,8,4.0,219500,12.0,6.0,1.0,0,3,48
3.0,70.04995836802665,10020,1,3.0,3.0,0,1922,1.0,1.0,0.0,0.0,1.0,683,0,3.0,904,904,1,1,1.0,4,0,0,2.0,0,0,8,4.0,61000,2.0,1.0,4.0,1,1,0
3.0,57.0,8846,1,3.0,18.0,0,1996,1.0,1.0,0.0,0.0,5.0,870,1,4.0,914,914,2,1,2.0,5,0,2,2.0,0,0,8,4.0,148000,12.0,6.0,6.0,0,1,0
4.0,102.0,11143,1,3.0,21.0,0,2004,1.0,1.0,0.0,0.0,5.0,1580,1,4.0,1580,2466,4,1,3.0,8,1,2,2.0,0,0,8,4.0,340000,12.0,6.0,1.0,0,3,214
3.0,88.0,11394,1,3.0,23.0,0,2010,2.0,1.0,3.0,350.0,5.0,1856,1,4.0,1856,1856,1,1,4.0,8,1,3,2.0,0,0,6,5.0,394432,15.0,6.0,6.0,1,2,0
3.0,60.0,8123,1,3.0,14.0,0,2000,1.0,1.0,2.0,16.0,5.0,982,1,4.0,1007,1800,3,1,2.0,7,1,2,2.0,0,0,8,4.0,179000,12.0,4.0,1.0,0,3,63
3.0,50.0,5000,1,3.0,10.0,0,1924,1.0,1.0,0.0,0.0,1.0,1026,1,4.0,1026,1691,3,1,3.0,6,1,1,2.0,0,0,8,4.0,127000,9.0,4.0,2.0,0,2,242
4.0,60.0,7200,1,3.0,21.0,0,2006,1.0,1.0,0.0,0.0,5.0,1293,1,4.0,1301,1301,2,1,3.0,5,1,2,2.0,0,0,6,5.0,187750,16.0,6.0,1.0,1,2,121
3.0,79.0,9245,1,3.0,18.0,0,2006,1.0,1.0,0.0,0.0,5.0,939,1,4.0,939,1797,3,1,3.0,8,0,2,2.0,0,0,8,4.0,213500,12.0,6.0,1.0,0,3,53
1.0,60.0,9000,1,3.0,12.0,0,1928,1.0,1.0,0.0,0.0,1.0,784,0,3.0,784,784,2,1,2.0,5,0,2,0.0,0,0,8,4.0,76000,4.0,4.0,1.0,0,1,91
3.0,70.04995836802665,53107,1,3.0,16.0,0,1992,1.0,1.0,0.0,0.0,5.0,1580,1,4.0,1079,1953,3,1,3.0,9,2,2,2.0,0,0,8,4.0,240000,12.0,6.0,6.0,1,3,231
3.0,43.0,3182,1,3.0,15.0,4,2004,1.0,1.0,2.0,16.0,5.0,1256,1,4.0,1269,1269,2,1,3.0,6,1,2,2.0,0,0,8,4.0,192000,12.0,6.0,6.0,0,2,164
3.0,58.0,8410,1,3.0,3.0,0,1910,0.0,1.0,0.0,0.0,5.0,658,1,4.0,658,1184,5,1,2.0,8,0,0,0.0,0,0,8,0.0,81000,9.0,2.0,1.0,0,1,151
3.0,72.0,7200,1,3.0,3.0,0,1976,2.0,1.0,2.0,255.0,3.0,1041,1,4.0,1125,1125,3,1,2.0,6,1,1,2.0,0,0,8,1.0,125000,9.0,4.0,5.0,1,1,0
3.0,93.0,9382,1,3.0,18.0,0,1999,1.0,1.0,2.0,125.0,5.0,1468,1,4.0,1479,1479,3,1,3.0,6,0,2,2.0,0,0,8,4.0,191000,12.0,6.0,1.0,0,2,25
3.0,96.0,12474,1,3.0,24.0,0,2007,1.0,1.0,3.0,272.0,5.0,1682,1,4.0,1742,2332,3,1,4.0,9,1,3,2.0,0,0,6,5.0,426000,15.0,8.0,6.0,1,3,134
3.0,50.0,8405,1,3.0,3.0,0,1900,1.0,1.0,0.0,0.0,1.0,861,1,4.0,961,1367,4,1,2.0,7,0,1,2.0,0,0,8,4.0,119000,12.0,4.0,12.0,1,1,242
3.0,71.0,12209,1,3.0,8.0,0,2001,1.0,1.0,0.0,0.0,5.0,804,1,4.0,804,1961,3,1,3.0,7,1,2,2.0,0,0,8,4.0,215000,15.0,4.0,5.0,1,3,192
3.0,70.04995836802665,8339,1,3.0,6.0,0,1959,1.0,1.0,0.0,0.0,0.0,0,1,4.0,882,882,3,1,2.0,5,0,1,2.0,0,1200,8,4.0,106500,0.0,4.0,0.0,0,1,0
3.0,70.04995836802665,7446,1,3.0,4.0,0,1941,1.0,1.0,0.0,0.0,3.0,788,1,3.0,788,788,2,1,2.0,4,2,0,2.0,0,0,8,1.0,100000,9.0,4.0,3.0,0,1,0
3.0,60.0,10134,1,3.0,5.0,0,1940,1.0,1.0,0.0,0.0,3.0,735,1,3.0,735,1034,2,1,2.0,5,0,1,2.0,0,0,8,4.0,109000,9.0,4.0,1.0,0,1,39
3.0,68.0,9571,1,3.0,3.0,0,1956,1.0,1.0,0.0,0.0,3.0,1144,1,4.0,1144,1144,3,1,2.0,6,0,1,2.0,0,0,8,4.0,129000,9.0,4.0,4.0,1,1,0
3.0,60.0,7200,1,3.0,18.0,0,1972,2.0,1.0,0.0,0.0,3.0,894,1,4.0,894,894,2,1,2.0,6,0,2,2.0,0,0,8,4.0,123000,9.0,4.0,3.0,0,1,0
3.0,69.0,7590,1,3.0,6.0,0,1962,1.0,1.0,2.0,288.0,3.0,864,1,4.0,876,1812,4,1,2.0,8,1,1,2.0,0,0,8,4.0,169500,9.0,4.0,5.0,0,2,168
2.0,60.0,8967,1,3.0,1.0,0,1920,1.0,1.0,0.0,0.0,1.0,961,1,0.0,1077,1077,2,1,2.0,6,0,1,0.0,0,0,8,1.0,67000,2.0,2.0,1.0,0,1,0
4.0,65.0,8125,1,3.0,21.0,0,2006,1.0,1.0,3.0,100.0,5.0,1092,1,4.0,1112,1550,2,1,3.0,7,0,2,2.0,0,0,8,4.0,241000,12.0,6.0,6.0,1,2,168
3.0,38.0,14963,1,3.0,19.0,4,1996,1.0,1.0,0.0,0.0,5.0,1260,1,4.0,1288,1288,1,1,4.0,4,2,2,2.0,0,0,8,4.0,245500,12.0,6.0,6.0,1,2,254
3.0,65.0,8767,1,3.0,18.0,0,2005,1.0,1.0,0.0,0.0,5.0,1310,1,4.0,1310,1310,3,1,3.0,6,1,2,2.0,0,0,6,5.0,164990,12.0,6.0,6.0,0,2,0
3.0,60.0,10200,1,3.0,7.0,0,1940,1.0,1.0,0.0,0.0,5.0,672,1,4.0,672,672,2,1,2.0,4,0,1,0.0,0,0,8,4.0,108000,9.0,4.0,1.0,0,1,0
3.0,93.0,12090,1,3.0,22.0,0,1998,2.0,1.0,2.0,650.0,5.0,1141,1,4.0,1165,2263,4,1,3.0,10,1,2,2.0,0,0,8,1.0,258000,12.0,6.0,1.0,0,3,123
3.0,70.04995836802665,10364,1,3.0,14.0,0,1995,1.0,1.0,0.0,0.0,5.0,806,1,4.0,806,1572,3,1,2.0,7,1,2,2.0,0,0,8,4.0,168000,12.0,4.0,1.0,0,3,40
3.0,70.04995836802665,9991,1,3.0,7.0,0,1976,1.0,1.0,0.0,0.0,3.0,1281,1,4.0,1620,1620,3,1,2.0,8,1,2,2.0,0,0,8,4.0,150000,9.0,4.0,4.0,1,2,78
3.0,51.0,10480,1,3.0,10.0,0,1936,1.0,1.0,0.0,0.0,1.0,1064,1,3.0,1166,1639,3,1,2.0,6,0,1,2.0,0,0,8,4.0,115000,9.0,4.0,1.0,0,1,0
3.0,63.0,15576,1,3.0,17.0,0,1915,1.0,1.0,0.0,0.0,1.0,840,1,4.0,840,1680,4,1,2.0,8,0,1,2.0,0,0,8,4.0,177000,12.0,4.0,1.0,0,2,160
3.0,109.0,14154,1,3.0,24.0,0,2006,1.0,1.0,2.0,350.0,5.0,1063,1,4.0,1071,2172,3,1,3.0,9,1,3,2.0,0,0,6,5.0,280000,20.0,6.0,1.0,0,3,62
4.0,85.0,10800,1,3.0,21.0,0,2007,1.0,1.0,3.0,100.0,5.0,1034,1,4.0,1050,2078,3,1,4.0,8,1,3,2.0,0,0,6,5.0,339750,15.0,6.0,6.0,1,3,102
3.0,68.0,9571,1,3.0,3.0,0,1958,1.0,1.0,0.0,0.0,3.0,1276,1,3.0,1276,1276,3,1,2.0,5,0,1,2.0,0,0,0,1.0,60000,6.0,2.0,1.0,0,1,0
3.0,100.0,34650,1,3.0,14.0,1,1955,2.0,1.0,0.0,0.0,3.0,1056,0,4.0,1056,1056,3,1,2.0,5,0,2,2.0,0,0,8,4.0,145000,9.0,4.0,3.0,1,1,0
4.0,70.04995836802665,4403,1,3.0,21.0,0,2009,1.0,1.0,3.0,432.0,5.0,1470,1,4.0,1478,1478,2,1,3.0,7,1,2,2.0,0,0,6,5.0,222000,15.0,8.0,6.0,1,3,144
2.0,56.0,8960,1,3.0,5.0,0,1927,1.0,1.0,0.0,0.0,3.0,1008,1,3.0,1028,1028,2,1,2.0,5,1,2,2.0,0,0,8,4.0,115000,9.0,4.0,1.0,0,1,130
3.0,59.0,11228,1,3.0,12.0,0,1993,1.0,1.0,0.0,0.0,5.0,1080,1,4.0,1080,2097,3,1,3.0,9,1,3,2.0,0,0,8,4.0,228000,12.0,6.0,24.0,1,3,187
3.0,73.0,8899,1,3.0,14.0,0,2007,1.0,1.0,0.0,0.0,5.0,1340,1,4.0,1340,1340,3,1,3.0,6,0,2,2.0,0,0,6,5.0,181134,12.0,6.0,6.0,0,2,30
3.0,74.0,7844,1,3.0,7.0,0,1978,2.0,1.0,2.0,203.0,3.0,672,1,4.0,672,1400,3,1,2.0,6,1,2,2.0,0,0,8,4.0,149500,9.0,4.0,5.0,0,2,0
3.0,86.0,22420,1,3.0,17.0,0,1918,2.0,1.0,0.0,0.0,1.0,1370,0,3.0,1370,2624,4,1,2.0,10,1,3,0.0,0,0,8,4.0,239000,12.0,4.0,4.0,1,3,0
3.0,60.0,8160,1,3.0,3.0,0,1940,1.0,1.0,0.0,0.0,1.0,756,0,2.0,756,1134,3,1,2.0,7,0,1,1.0,0,0,8,0.0,126000,9.0,4.0,5.0,1,2,0
3.0,65.0,8450,1,3.0,6.0,0,1968,1.0,1.0,0.0,0.0,3.0,1056,1,4.0,1056,1056,3,1,2.0,6,1,1,2.0,0,0,8,4.0,142000,9.0,4.0,4.0,1,1,269
2.0,78.0,7060,1,3.0,8.0,2,1997,1.0,1.0,2.0,200.0,5.0,1344,1,4.0,1344,1344,2,2,2.0,8,0,4,2.0,0,0,8,2.0,206300,16.0,6.0,6.0,2,2,0
3.0,70.04995836802665,16635,1,3.0,13.0,0,1977,1.0,1.0,3.0,126.0,3.0,1602,1,4.0,1602,1602,3,1,3.0,8,1,2,2.0,0,0,8,4.0,215000,12.0,6.0,5.0,1,2,0
3.0,100.0,21750,1,3.0,8.0,0,1954,2.0,1.0,0.0,0.0,3.0,988,1,3.0,988,988,2,1,2.0,4,0,2,0.0,0,0,8,4.0,113000,9.0,4.0,1.0,0,1,0
3.0,80.0,9200,1,3.0,22.0,0,1998,1.0,1.0,2.0,473.0,5.0,1470,1,4.0,1470,2630,4,1,3.0,8,1,3,2.0,0,0,8,4.0,315000,12.0,6.0,6.0,1,3,66
3.0,72.0,9000,1,3.0,6.0,0,1956,1.0,1.0,2.0,74.0,3.0,1196,1,3.0,1196,1196,2,1,2.0,6,1,1,2.0,0,0,8,4.0,139000,12.0,4.0,2.0,1,1,44
2.0,60.0,3378,1,3.0,5.0,0,1946,1.0,1.0,0.0,0.0,3.0,651,1,4.0,707,1389,3,1,2.0,6,2,1,1.0,0,0,8,4.0,135000,9.0,6.0,1.0,0,2,126
3.0,70.04995836802665,12800,1,3.0,12.0,0,1989,1.0,1.0,2.0,145.0,5.0,1518,1,4.0,1644,1644,2,1,3.0,5,1,2,2.0,0,0,8,4.0,275000,12.0,6.0,6.0,2,2,396
3.0,77.0,8593,1,3.0,6.0,0,1957,2.0,1.0,0.0,0.0,3.0,907,1,4.0,907,907,3,1,2.0,5,0,1,2.0,0,0,8,4.0,109008,9.0,4.0,3.0,0,1,0
3.0,64.0,6762,1,3.0,18.0,0,2007,1.0,1.0,2.0,108.0,5.0,1208,1,4.0,1208,1208,2,1,3.0,6,0,2,2.0,0,0,6,5.0,195400,12.0,6.0,6.0,1,2,54
3.0,130.0,11457,1,3.0,20.0,0,1988,1.0,1.0,0.0,0.0,3.0,1392,1,4.0,1412,1412,3,1,3.0,6,1,2,2.0,0,0,8,4.0,175000,12.0,4.0,6.0,1,2,169
2.0,21.0,1680,1,3.0,2.0,3,1971,1.0,1.0,2.0,232.0,3.0,483,1,4.0,483,987,2,1,2.0,4,0,1,2.0,0,0,0,1.0,85400,9.0,4.0,5.0,0,2,0
2.0,60.0,5586,1,3.0,5.0,0,1920,1.0,1.0,0.0,0.0,1.0,901,1,4.0,1088,1198,4,1,2.0,7,0,0,0.0,0,0,3,1.0,79900,9.0,4.0,1.0,0,1,98
2.0,24.0,1920,1,3.0,2.0,4,1971,1.0,1.0,2.0,376.0,3.0,765,1,4.0,765,1365,2,1,2.0,6,0,2,2.0,0,0,8,4.0,122500,9.0,4.0,5.0,1,2,36
3.0,100.0,10839,1,3.0,14.0,0,1997,1.0,1.0,0.0,0.0,5.0,926,1,4.0,926,1604,3,1,2.0,7,1,2,2.0,0,0,8,4.0,181000,12.0,4.0,1.0,0,3,36
2.0,21.0,1890,1,3.0,0.0,3,1972,1.0,1.0,0.0,0.0,3.0,630,1,4.0,630,630,1,1,2.0,3,0,0,2.0,0,0,8,4.0,81000,12.0,6.0,5.0,1,1,0
3.0,43.0,10667,1,3.0,18.0,0,1996,1.0,1.0,0.0,0.0,5.0,799,1,4.0,827,1661,3,1,3.0,6,1,2,2.0,0,0,5,4.0,212000,12.0,6.0,30.0,1,3,61
2.0,40.0,4400,1,3.0,5.0,0,1920,1.0,1.0,0.0,0.0,1.0,648,1,3.0,734,1118,2,1,2.0,6,0,2,2.0,0,0,8,4.0,116000,6.0,4.0,1.0,0,1,0
2.0,50.0,6000,1,3.0,4.0,0,1926,1.0,1.0,0.0,0.0,5.0,884,1,4.0,904,904,2,1,2.0,4,0,1,2.0,0,0,8,4.0,119000,9.0,6.0,1.0,0,1,105
3.0,40.0,4280,1,3.0,17.0,0,1913,1.0,1.0,0.0,0.0,5.0,440,0,4.0,694,694,2,1,3.0,4,1,1,1.0,0,0,8,4.0,90350,9.0,4.0,2.0,0,1,34
3.0,67.0,12354,1,3.0,3.0,0,1920,1.0,1.0,0.0,0.0,1.0,684,1,4.0,684,1196,3,1,3.0,7,0,2,2.0,0,800,4,4.0,110000,6.0,4.0,1.0,0,1,46
3.0,105.0,15431,1,3.0,24.0,0,2008,2.0,1.0,3.0,200.0,5.0,3094,1,4.0,2402,2402,2,1,4.0,10,2,3,2.0,0,0,8,4.0,555000,15.0,8.0,30.0,1,2,242
3.0,92.0,12108,1,3.0,3.0,2,1955,1.0,1.0,2.0,270.0,3.0,1440,0,2.0,1440,1440,4,2,1.0,8,0,0,2.0,0,0,8,4.0,118000,9.0,4.0,5.0,0,2,0
2.0,52.0,6240,1,3.0,4.0,0,1930,1.0,1.0,0.0,0.0,5.0,1078,1,4.0,1128,1573,3,1,2.0,8,1,2,1.0,0,0,8,4.0,162900,9.0,4.0,1.0,0,2,0
3.0,53.0,3922,1,3.0,15.0,4,2006,1.0,1.0,2.0,72.0,5.0,1258,1,4.0,1258,1258,2,1,3.0,6,1,3,2.0,0,0,6,5.0,172500,15.0,6.0,1.0,0,2,16
3.0,70.0,8750,1,3.0,18.0,0,1994,1.0,1.0,0.0,0.0,5.0,915,1,4.0,933,1908,4,1,3.0,8,1,2,2.0,0,0,8,4.0,210000,12.0,9.0,6.0,1,3,133
3.0,73.0,9855,1,3.0,3.0,0,1956,2.0,1.0,0.0,0.0,3.0,1436,1,4.0,1689,1689,3,1,2.0,7,1,2,2.0,0,0,0,4.0,127500,9.0,4.0,1.0,0,1,0
3.0,137.0,16492,1,3.0,6.0,0,1966,1.0,1.0,0.0,0.0,3.0,1517,1,4.0,1888,1888,2,1,3.0,6,1,2,2.0,0,0,8,4.0,190000,9.0,6.0,15.0,0,3,0
3.0,70.04995836802665,11214,1,3.0,14.0,0,1998,1.0,1.0,0.0,0.0,5.0,930,1,4.0,956,1886,4,1,3.0,10,1,2,2.0,0,0,8,4.0,199900,12.0,6.0,1.0,0,3,0
2.0,50.0,8600,1,3.0,1.0,0,1937,1.0,1.0,0.0,0.0,1.0,780,1,4.0,780,1376,3,1,2.0,7,1,1,0.0,0,0,8,4.0,119500,9.0,4.0,1.0,0,2,0
2.0,50.0,6000,1,3.0,5.0,0,1948,1.0,1.0,0.0,0.0,3.0,649,1,4.0,679,1183,2,1,2.0,6,0,1,2.0,0,0,8,4.0,120000,9.0,6.0,5.0,0,2,176
2.0,70.0,5684,1,3.0,5.0,0,1930,2.0,1.0,0.0,0.0,1.0,813,1,3.0,813,813,2,1,3.0,5,0,1,0.0,0,0,8,4.0,110000,9.0,4.0,1.0,0,1,113
3.0,62.0,70761,1,3.0,16.0,0,1975,1.0,7.0,0.0,0.0,3.0,1533,1,4.0,1533,1533,2,1,3.0,5,2,2,2.0,0,0,8,4.0,280000,12.0,4.0,5.0,1,2,54
3.0,70.04995836802665,9303,1,3.0,20.0,0,1996,2.0,1.0,2.0,42.0,5.0,872,1,4.0,888,1756,3,1,2.0,7,0,2,2.0,0,0,8,4.0,204000,15.0,6.0,5.0,1,3,122
4.0,75.0,9000,1,3.0,21.0,0,2008,1.0,1.0,0.0,0.0,5.0,768,1,4.0,786,1590,3,1,3.0,6,0,2,2.0,0,0,8,4.0,210000,12.0,6.0,1.0,0,3,30
3.0,63.0,9297,1,3.0,8.0,2,1976,1.0,1.0,0.0,0.0,3.0,1728,1,4.0,1728,1728,4,2,2.0,8,0,2,2.0,0,0,8,3.0,188000,9.0,4.0,5.0,2,2,0
3.0,80.0,9600,1,3.0,13.0,0,1973,2.0,1.0,2.0,320.0,3.0,1242,1,4.0,1242,1242,3,1,2.0,6,1,2,2.0,0,0,8,4.0,175500,9.0,4.0,5.0,0,2,0
2.0,34.0,4571,1,3.0,5.0,0,1916,1.0,1.0,0.0,0.0,1.0,624,0,4.0,624,1344,4,1,2.0,7,0,3,2.0,0,0,0,1.0,98000,9.0,4.0,1.0,0,1,96
3.0,70.04995836802665,53227,1,3.0,16.0,0,1954,4.0,4.0,0.0,0.0,3.0,1364,1,4.0,1663,1663,2,1,3.0,6,2,2,2.0,0,0,8,4.0,256000,12.0,4.0,4.0,1,1,137
2.0,70.04995836802665,5100,1,3.0,5.0,0,1925,2.0,1.0,0.0,0.0,5.0,588,1,4.0,833,1666,3,1,3.0,7,1,1,2.0,0,0,8,4.0,161000,9.0,6.0,1.0,0,1,63
3.0,70.04995836802665,7015,1,3.0,4.0,0,1950,1.0,1.0,1.0,161.0,3.0,709,1,4.0,979,1203,3,1,3.0,5,1,1,2.0,0,0,8,4.0,110000,9.0,4.0,2.0,1,1,248
4.0,75.0,8004,1,3.0,21.0,0,2009,1.0,1.0,3.0,110.0,5.0,832,1,4.0,832,1935,3,1,2.0,8,0,2,2.0,0,0,6,5.0,263435,12.0,6.0,6.0,1,3,150
3.0,60.0,7200,1,3.0,10.0,0,1936,1.0,1.0,0.0,0.0,5.0,560,1,4.0,575,1135,3,1,3.0,6,0,2,2.0,0,0,8,4.0,155000,16.0,9.0,20.0,1,1,0
3.0,60.0,8281,1,3.0,7.0,0,1965,1.0,1.0,0.0,0.0,3.0,864,1,4.0,864,864,3,1,2.0,5,1,1,2.0,0,0,8,4.0,62383,9.0,4.0,12.0,0,1,236
3.0,74.0,11988,1,3.0,17.0,0,1934,2.0,1.0,0.0,0.0,3.0,715,1,3.0,849,1660,3,1,2.0,6,1,1,2.0,0,0,8,4.0,188700,9.0,4.0,2.0,0,2,0
3.0,60.0,8430,1,3.0,18.0,0,1978,1.0,1.0,2.0,136.0,3.0,1040,1,4.0,1040,1040,3,1,2.0,5,0,0,2.0,0,0,8,4.0,124000,12.0,4.0,3.0,0,2,0
2.0,70.04995836802665,3072,1,3.0,15.0,4,2004,2.0,1.0,2.0,18.0,5.0,1375,1,4.0,1414,1414,2,1,3.0,6,1,2,2.0,0,0,8,4.0,178740,12.0,6.0,1.0,0,2,20
3.0,85.0,10628,1,3.0,6.0,0,1970,4.0,4.0,0.0,0.0,3.0,1277,1,4.0,1277,1277,2,1,2.0,5,1,2,2.0,0,0,8,4.0,167000,12.0,6.0,6.0,1,1,176
3.0,79.0,9480,1,3.0,6.0,0,1942,1.0,1.0,3.0,224.0,3.0,728,1,4.0,888,1644,3,1,3.0,7,2,1,2.0,0,0,8,4.0,146500,9.0,4.0,2.0,0,2,0
3.0,98.0,11428,1,3.0,24.0,0,2006,1.0,1.0,3.0,248.0,5.0,1626,1,4.0,1634,1634,3,1,3.0,7,1,3,2.0,0,0,8,4.0,250000,12.0,6.0,1.0,0,2,44
3.0,76.0,9291,1,3.0,12.0,0,1993,1.0,1.0,2.0,120.0,5.0,832,1,4.0,832,1710,3,1,3.0,7,0,2,2.0,0,0,8,4.0,187000,12.0,6.0,6.0,0,3,70
